Abvc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;2000
Abhc1;Vpar-MALLALES;Valleupar;Cesar;Lg;100+4900;4000
Abjc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;6000
Abuc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;8000
Abvc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;2000
Abhc1;Vpar-MALLALES;Valleupar;Cesar;Lg;100+4900;4000
Abjc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;6000
Abuc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;8000
Abvc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;2000
Abhc1;Vpar-MALLALES;Valleupar;Cesar;Lg;100+4900;4000
Abjc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;6000
Abuc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;8000
Abvc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;2000
Abhc1;Vpar-MALLALES;Valleupar;Cesar;Lg;100+4900;4000
Abjc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;6000
Abuc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;8000
Abvc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;2000
Abhc1;Vpar-MALLALES;Valleupar;Cesar;Lg;100+4900;4000
Abjc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;6000
Abuc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;8000
Abvc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;102+4900;2000
Abhc1;Vpar-MALLALES;Valleupar;Cesar;Lg;100+4900;4000
Abjc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;6000
Abuc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;8000
Abvc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;10+49;20
Abhc1;Vpar-MALLALES;Valleupar;Cesar;Lg;10+49;40
Abjc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;10+49;60
Abuc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;10+49;80
Abvc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;10+49;20
Abhc1;Vpar-MALLALES;Valleupar;Cesar;Lg;10+49;40
Abjc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;10+49;60
Abuc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;10+49;80
Abvc1;Vpar-Guatapuri;Valledupar;Cesar;Hp;4900+25;2000
Abhc1;Vpar-MALLALES;Valledupar;Cesar;Lg;4100+25;4000
Abjc1;Vpar-Guatapuri;Valledupar;Cesar;Hp;4200+25;6000
Abuc1;Vpar-Guatapuri;Valledupar;Cesar;Hp;5000+15;8000
Abvc1;Vpar-Guatapuri;Valledupar;Cesar;Hp;4900+25;2000
Abhc1;Vpar-MALLALES;Valledupar;Cesar;Lg;4100+25;4000
